YEAR.Q,c,y,dc,dy
"1982-3",0.0013633561774799574,0.037639452303620757,-0.0054608152708874869,0.024343339894573823
"1982-4",-0.0070670811064692529,-0.0052262952378612226,-0.0084304372839492103,-0.04286574754148198
"1983-1",0.0034790805568825078,-0.0020306676972996485,0.010546161663351761,0.0031956275405615742
"1983-2",0.010125304575216987,0.021178509839260506,0.006646224018334479,0.023209177536560155
"1983-3",0.016137815498453278,-0.014882825872958527,0.0060125109232362917,-0.036061335712219034
"1983-4",0.014588824698568814,0.012269342287845042,-0.0015489907998844643,0.027152168160803569
"1984-1",0.011436164783380498,0.0037511611776794851,-0.0031526599151883161,-0.0085181811101655569
"1984-2",0.0070793870038707851,-0.00061976809894392915,-0.0043567777795097129,-0.0043709292766234142
"1984-3",-0.011012451100265608,0.029980036449417824,-0.018091838104136393,0.030599804548361753
"1984-4",0.02016251576507333,-0.0076817110065228178,0.031174966865338938,-0.037661747455940642
"1985-1",0.0087630086419325792,-0.018384167023743458,-0.011399507123140751,-0.010702456017220641
"1985-2",0.0097049865721849926,0.01999761930866395,0.00094197793025241339,0.038381786332407408
"1985-3",0.022471104368332995,0.016247432058519529,0.012766117796148002,-0.0037501872501444211
"1985-4",0.013439811402996327,0.018931625331108926,-0.009031292965336668,0.0026841932725893969
"1986-1",0.047988432407270132,0.0036040570844324549,0.034548621004273805,-0.015327568246676471
"1986-2",-0.0024415990311252855,-0.0040052104464960436,-0.050430031438395417,-0.0076092675309284985
"1986-3",0.018359858576761034,-0.017202291350610466,0.02080145760788632,-0.013197080904114422
"1986-4",-0.026099894265724011,0.00053077546778634854,-0.044459752842485045,0.017733066818396814
"1987-1",-0.016487990172951328,0.0079680157137511642,0.0096119040927726829,0.0074372402459648157
"1987-2",0.014680952584459561,0.016280835917105385,0.031168942757410889,0.0083128202033542209
"1987-3",-0.0058498735734140439,-0.025848054470853477,-0.020530826157873605,-0.042128890387958862
"1987-4",0.00051379842189636094,0.011089539239821811,0.0063636719953104048,0.036937593710675287
"1988-1",0.00034619073945929557,-0.0024800122697588023,-0.00016760768243706536,-0.013569551509580613
"1988-2",-0.026247297796161639,0.019640916591753488,-0.026593488535620935,0.02212092886151229
"1988-3",-0.00020341038233873121,-0.024539383024305472,0.026043887413822908,-0.04418029961605896
"1988-4",0.0049841355687458844,0.04382380476714598,0.0051875459510846156,0.068363187791451452
"1989-1",0.0002806597578226544,0.016862132361302073,-0.00470347581092323,-0.026961672405843906
"1989-2",0.0042854816731736634,-0.021854308708328496,0.004004821915351009,-0.038716441069630569
"1989-3",-0.0044346958925975954,-0.019768685271765563,-0.0087201775657712588,0.0020856234365629334
"1989-4",0.0066249582128463658,0.020899516006838148,0.011059654105443961,0.040668201278603711
"1990-1",-0.018659221789815383,0.028272270033276925,-0.025284180002661749,0.007372754026438777
"1990-2",0.028441397730814444,0.026593500511884471,0.047100619520629827,-0.0016787695213924536
"1990-3",0.0085481634684132501,-0.0037489396008316689,-0.019893234262401194,-0.03034244011271614
"1990-4",-0.013148711264694413,-0.026259372645035306,-0.021696874733107663,-0.022510433044203637
"1991-1",0.010733178191119741,0.023393096608063324,0.023881889455814154,0.04965246925309863
"1991-2",0.001702192485306675,0.017042801914509909,-0.009030985705813066,-0.0063502946935534155
"1991-3",0.0068100251217941832,0.017604419554703377,0.0051078326364875082,0.00056161764019346805
"1991-4",-0.00011841975178583652,-0.013094731460522979,-0.0069284448735800197,-0.030699151015226356
"1992-1",0.027545518253293544,0.003213919976258417,0.02766393800507938,0.016308651436781396
"1992-2",-0.0061726345919845826,0.0095228797439164126,-0.033718152845278127,0.0063089597676579956
"1992-3",-0.0022145441993881576,0.010094614778719979,0.003958090392596425,0.00057173503480356658
"1992-4",0.0020087512104627336,0.013290799565755407,0.0042232954098508912,0.0031961847870354276
"1993-1",-0.014546044999197427,-0.042708233451893562,-0.016554796209660161,-0.055999033017648969
"1993-2",-0.0075575920903814264,0.021076297592355075,0.0069884529088160008,0.063784531044248638
"1993-3",0.021703373206567456,0.022487023055766997,0.029260965296948882,0.0014107254634119215
"1993-4",0.019995385340070726,-0.0052589192541692142,-0.0017079878664967296,-0.027745942309936211
"1994-1",0.019478187236556366,0.0012578489151993111,-0.00051719810351436024,0.0065167681693685253
"1994-2",0.017768161980685093,0.050681815548456299,-0.0017100252558712725,0.049423966633256988
"1994-3",0.0087292117539456981,-0.024688269087614678,-0.0090389502267393951,-0.075370084636070978
"1994-4",0.001815698943668842,0.041898015218311713,-0.0069135128102768562,0.066586284305926391
"1995-1",-0.0058949876650249422,0.024248494253812147,-0.0077106866086937842,-0.017649520964499565
"1995-2",0.0099472040856003474,-0.026028161713781195,0.01584219175062529,-0.050276655967593342
"1995-3",0.0083460475928109901,-0.024540696881266477,-0.0016011564927893573,0.0014874648325147177
"1995-4",0.001223974044592957,0.020857349460163377,-0.0071220735482180331,0.045398046341429854
"1996-1",0.010577443343022352,-0.024564914161575579,0.0093534692984293955,-0.045422263621738956
"1996-2",0.0023643282321357262,0.060547770441211846,-0.0082131151108866263,0.085112684602787425
"1996-3",0.0072203868184441689,-0.010242449288671018,0.0048560585863084427,-0.070790219729882864
"1996-4",-0.0057772149491563951,0.0056226795831459953,-0.012997601767600564,0.015865128871817014
"1997-1",0.011207615617255584,-0.027817315291715161,0.016984830566411979,-0.033439994874861156
"1997-2",0.028506114257429438,0.039604204183628866,0.017298498640173854,0.067421519475344027
"1997-3",-0.020050039763110483,0.026380008459614857,-0.048556154020539921,-0.01322419572401401
"1997-4",0.028670567549743176,-0.017877977761755481,0.048720607312853659,-0.044257986221370338
"1998-1",-0.010397032415525587,-0.0071333371419664005,-0.039067599965268762,0.010744640619789081
"1998-2",0.0072659963154704243,-0.014280401616454164,0.017663028730996011,-0.0071470644744877632
"1998-3",0.013507767725464248,0.040064202583024233,0.0062417714099938237,0.054344604199478397
"1998-4",0.0083810093694474119,-0.025687830131005285,-0.0051267583560168362,-0.065752032714029518
"1999-1",-0.013086579524150821,-0.015590221789135938,-0.021467588893598233,0.010097608341869346
"1999-2",-0.011632427100851217,0.024579215677305477,0.0014541524232996039,0.040169437466441416
"1999-3",0.0039800768352797888,-0.0057649068466574249,0.015612503936131006,-0.030344122523962902
"1999-4",0.0043722507554750933,0.015165205467830845,0.0003921739201953045,0.020930112314488269
"2000-1",0.0020251345384041386,-0.0063817695768699778,-0.0023471162170709547,-0.021546975044700822
"2000-2",5.9534045807829727e-05,-0.00088187904343683954,-0.0019656004925963089,0.0054998905334331383
"2000-3",-0.0015030247067775448,-0.005297385251431308,-0.0015625587525853746,-0.0044155062079944685
"2000-4",-0.0064788931095884905,0.025824412140964093,-0.0049758684028109457,0.031121797392395401
"2001-1",0.0071715947716457507,0.023658439618773563,0.013650487881234241,-0.002165972522190529
"2001-2",0.0063048476809086651,-0.023098886828665677,-0.00086674709073708556,-0.04675732644743924
"2001-3",-0.0045882007054185436,0.017543491244056852,-0.010893048386327209,0.040642378072722529
"2001-4",-0.012840024291086216,7.8455215249739751e-05,-0.0082518235856676725,-0.017465036028807113
"2002-1",0.023000725169909586,0.010620729992688815,0.035840749460995802,0.010542274777439076
"2002-2",-0.0016627386491192553,0.016922873972901264,-0.024663463819028841,0.006302143980212449
"2002-3",0.0082377067914363167,-0.0073041363168453444,0.009900445440555572,-0.024227010289746609
"2002-4",-0.00067335246438915419,-0.0069598540382589391,-0.0089110592558254709,0.00034428227858640525
"2003-1",-0.0016194912951412732,0.022945252328916865,-0.00094613883075211902,0.029905106367175804
"2003-2",-0.0026435494449570385,-0.014471515550315672,-0.0010240581498157653,-0.037416767879232538
"2003-3",0.01198764020433174,0.010846077576478486,0.014631189649288778,0.025317593126794158
"2003-4",0.016770196705602203,0.018442286432329702,0.0047825565012704629,0.0075962088558512164
"2004-1",0.0052205366537059206,0.011734069389505386,-0.011549660051896282,-0.006708217042824316
"2004-2",0.0042821959710650503,-0.028913717373907133,-0.00093834068264087023,-0.040647786763412519
"2004-3",0.025792533924742678,0.026151397789356601,0.021510337953677627,0.055065115163263734
"2004-4",0.026634537093387145,-0.0022857122617274683,0.00084200316864446734,-0.028437110051084069
"2005-1",-0.024588746394605288,-0.025166737184428634,-0.051223283487992433,-0.022881024922701165
"2005-2",0.031423827556262829,0.055622750047676917,0.056012573950868116,0.08078948723210555
"2005-3",0.012352484658729956,-0.0067294449794816913,-0.019071342897532872,-0.062352195027158608
"2005-4",-0.0063275281376249382,8.7236922164279918e-05,-0.018680012796354895,0.0068166819016459712
"2006-1",0.020883078515953279,0.0086120843053079099,0.027210606653578218,0.00852484738314363
"2006-2",0.013542373856571643,0.0181718155797439,-0.0073407046593816361,0.0095597312744359897
"2006-3",-0.021083313847343632,0.025482814520983332,-0.034625687703915276,0.0073109989412394327
"2006-4",0.020821966529467772,-0.019112539574460463,0.041905280376811405,-0.044595354095443795
"2007-1",0.011149458649283517,-0.010179658057355212,-0.0096725078801842557,0.0089328815171052511
"2007-2",-0.00057218549567483734,0.014514650446372457,-0.011721644144958354,0.024694308503727669
"2007-3",0.014732090002255838,0.012603451355485795,0.015304275497930675,-0.0019111990908866616
"2007-4",0.01299594610389665,0.028827544337246103,-0.0017361438983591881,0.016224092981760307
"2008-1",-0.0061434381830114404,-0.031118692232116274,-0.01913938428690809,-0.059946236569362377
"2008-2",0.0010525828988354746,0.017079811978101489,0.007196021081846915,0.048198504210217763
"2008-3",-0.017428016571062521,0.0060047434459473692,-0.018480599469897996,-0.01107506853215412
"2008-4",-0.037330010332725649,-0.04063803026172419,-0.019901993761663128,-0.046642773707671559
"2009-1",-0.012516988612408575,0.019475536699464335,0.024813021720317074,0.060113566961188525
"2009-2",0.0017249633051914515,-0.050919727404753701,0.014241951917600026,-0.070395264104218036
"2009-3",0.0031977389343191831,0.019912008602473108,0.0014727756291277316,0.070831736007226809
"2009-4",0.0031391221148941995,0.060684441345375539,-5.8616819424983646e-05,0.040772432742902431
"2010-1",0.01874357238574742,-0.027421868384797321,0.015604450270853221,-0.08810630973017286
"2010-2",-0.0087113696612481917,0.016285254825361584,-0.027454942046995612,0.043707123210158905
"2010-3",0.0063250829127703412,0.0097216286817811692,0.015036452574018533,-0.0065636261435804144
"2010-4",0.0084304026140111787,0.013018165335604515,0.0021053197012408376,0.0032965366538233454
